Wavelength,Absorbance
200,36207651.0
202,35157003.0
204,33713939.0
206,31811378.0
208,29498834.0
210,26976987.0
212,24127017.0
214,20901529.0
216,18131435.0
218,15752781.000000002
220,13215888.0
222,11126632.0
224,10078246.0
226,9989732.0
228,10431669.0
230,11125085.0
232,11996505.0
234,12951535.0
236,13996003.0
238,15025294.0
240,16036670.0
242,16942610.0
244,17669018.0
246,18217106.0
248,18540622.0
250,18640332.0
252,18489580.0
254,18107976.0
256,17495884.0
258,16684511.0
260,15686170.0
262,14543929.0
264,13231055.0
266,11848343.0
268,10461394.0
270,9095075.0
272,7774716.0
274,6539527.0
276,5427627.0
278,4491692.0
280,3766995.0
282,3211240.0
284,2755609.0
286,2386495.0
288,2116089.0
290,1917923.0
292,1737920.0
294,1577156.0
296,1453550.0
298,1369595.0
300,1307475.0
302,1257666.0
304,1208511.0
306,1159154.0
308,1112346.0
310,1052626.0
312,981797.0
314,906765.0
316,829188.0
318,763812.0
320,706368.0
322,657803.0
324,616646.0
326,580692.0
328,551835.0
330,525928.0
332,503617.0
334,482188.0
336,462307.0
338,447211.0
340,432682.0
342,416921.0
344,402224.0
346,387909.0
348,373171.0
350,360709.0
352,347447.0
354,334441.0
356,323866.0
358,314446.0
360,306276.0
362,292564.0
364,280714.00000000006
366,271866.0
368,259040.0
370,243110.0
372,232489.0
374,223890.00000000003
376,215955.00000000003
378,212185.99999999997
380,204703.0
382,195733.0
384,186610.0
386,179008.99999999997
388,173103.0
390,166247.99999999997
392,161165.0
394,158830.0
396,154589.0
398,151686.0
400,151393.0
402,145537.0
404,138126.0
406,134929.0
408,132756.0
410,127488.0
412,122126.0
414,118299.0
416,113593.0
418,102578.0
420,94607.0
422,96619.0
424,97260.0
426,92245.0
428,87899.0
430,89775.0
432,90611.0
434,87293.0
436,81336.0
438,74156.0
440,69700.0
442,66467.0
444,63597.0
446,64350.0
448,64816.0
450,60829.0
452,58243.0
454,54787.0
456,50619.0
458,47162.0
460,47464.0
462,48404.0
464,49236.0
466,52566.0
468,51791.0
470,48224.0
472,43595.0
474,41706.0
476,41922.0
478,41445.0
480,39793.0
482,33167.0
484,28547.0
486,38415.0
488,46720.0
490,40752.0
492,45323.0
494,38925.0
496,31784.0
498,30202.0
500,30067.0
