Wavelength,Absorbance
200,45594833.33333333
202,30910251.833333336
204,20629792.666666664
206,15204442.5
208,12601812.5
210,11490190.333333336
212,11316881.833333336
214,11984118.833333336
216,13340153.833333336
218,15152199.666666664
220,17218574.5
222,19195724.833333332
224,20949842.5
226,22372530.833333332
228,23278100.5
230,23626874.166666668
232,23328319.666666664
234,22371662.166666664
236,20745993.5
238,18620267.333333332
240,16010955.333333332
242,13200047.666666664
244,10570773.833333334
246,8251699.833333333
248,6479203.666666667
250,5121153.833333333
252,4138862.8333333335
254,3443902.3333333335
256,2924848.0
258,2560143.3333333335
260,2322095.1666666665
262,2187508.6666666665
264,2120594.1666666665
266,2092659.3333333333
268,2084714.5
270,2088194.0
272,2073100.1666666667
274,2001353.0
276,1870152.1666666667
278,1727795.6666666667
280,1585127.3333333333
282,1378500.1666666667
284,1086626.5
286,776373.8333333334
288,529508.8333333334
290,372674.1666666667
292,284405.3333333333
294,238245.5
296,209058.16666666666
298,187800.83333333334
300,173104.1666666667
302,163821.3333333333
304,154562.6666666667
306,143503.0
308,133192.6666666667
310,124545.5
312,117521.16666666667
314,115609.16666666667
316,112288.66666666667
318,106166.0
320,99841.66666666667
322,94554.66666666667
324,90506.5
326,83802.83333333333
328,76965.66666666667
330,73667.33333333333
332,67613.16666666667
334,62014.5
336,61624.33333333333
338,60045.66666666667
340,58243.66666666667
342,57333.33333333333
344,55116.83333333333
346,54570.83333333333
348,54075.83333333333
350,51177.33333333333
352,49140.16666666667
354,48117.16666666667
356,46319.83333333333
358,47151.5
360,51239.5
362,49320.33333333333
364,45970.66666666667
366,43684.0
368,36004.16666666667
370,28856.83333333333
372,27583.5
374,25404.66666666667
376,22993.33333333333
378,24573.66666666667
380,27468.5
382,26333.66666666667
384,26472.83333333333
386,28875.66666666667
388,25671.83333333333
390,23709.66666666667
392,22370.0
394,20895.66666666667
396,23130.16666666667
398,26241.66666666667
400,26064.33333333333
402,24296.83333333333
404,21444.5
406,21679.66666666667
408,19469.5
410,15193.666666666672
412,19425.16666666667
414,23184.66666666667
416,22038.33333333333
418,19234.16666666667
420,17705.33333333333
422,19657.83333333333
424,21193.0
426,18136.66666666667
428,18166.66666666667
430,19166.33333333333
432,10807.5
434,10855.833333333328
436,18925.5
438,15776.833333333328
440,12255.833333333343
442,13153.333333333328
444,16212.166666666672
446,18912.83333333333
448,15872.333333333328
450,11291.833333333328
452,11453.666666666672
454,8516.333333333328
456,7616.8333333333285
458,9645.833333333328
460,9125.833333333328
462,10857.5
464,10328.833333333328
466,10752.0
468,11760.0
470,7427.1666666666715
472,10724.333333333328
474,14831.333333333328
476,17252.5
478,13052.333333333328
480,8379.166666666672
482,6087.6666666666715
484,801.6666666666715
486,-804.8333333333285
488,6149.5
490,12107.333333333328
492,8069.0
494,8860.833333333328
496,8028.1666666666715
498,11975.5
500,14504.5
