Wavelength,Absorbance
200,349910619.5
202,354167515.0
204,360916334.0
206,366713052.0
208,370770072.0
210,371743840.0
212,368888887.5
214,363997402.0
216,357981376.0
218,345460869.5
220,318542297.0
222,280554088.5
224,238924234.0
226,198256393.5
228,162961134.0
230,132335492.0
232,105770040.0
234,84578483.0
236,67281364.5
238,54349547.5
240,44401142.0
242,37054639.5
244,31724874.5
246,27542446.0
248,24304397.5
250,21529070.5
252,19142383.0
254,17089235.0
256,15200076.5
258,13503612.0
260,11988140.5
262,10685992.5
264,9513497.0
266,8494101.5
268,7613676.5
270,6857056.0
272,6203742.5
274,5634820.0
276,5137314.5
278,4704359.0
280,4322381.5
282,3976498.0
284,3658978.5
286,3370555.5
288,3105147.0
290,2860902.0
292,2632462.5
294,2427223.0
296,2237923.0
298,2066298.5
300,1906231.5
302,1765270.5
304,1637999.5
306,1519231.5
308,1413999.0
310,1316448.0
312,1226440.5
314,1151305.5
316,1080136.5
318,1016137.5
320,955984.5
322,902580.5
324,856521.5
326,813486.0
328,773507.0
330,741798.0
332,710607.0
334,680967.5
336,657901.0
338,636663.5
340,614943.5
342,597097.0
344,581110.0
346,566658.5
348,553759.5
350,541214.0
352,532013.0
354,525255.5
356,520808.5
358,519312.5
360,521979.0
362,528286.5
364,519780.5
366,492116.0
368,477936.0
370,481046.5
372,483013.0
374,477408.0
376,469147.0
378,470945.5
380,480296.0
382,481305.5
384,477742.5
386,479336.0
388,475434.5
390,470234.0
392,469720.5
394,468029.0
396,468507.0
398,473350.5
400,473723.5
402,466835.0
404,465205.5
406,463854.0
408,455853.5
410,452248.0
412,451672.0
414,453018.0
416,449054.0
418,437649.0
420,437345.0
422,446375.0
424,442450.0
426,431662.0
428,441511.0
430,445454.0
432,435037.5
434,438231.0
436,446972.0
438,437456.5
440,428732.0
442,436941.5
444,445942.0
446,448431.5
448,442652.0
450,441041.5
452,441978.5
454,439741.0
456,437078.0
458,438331.5
460,434316.0
462,428947.5
464,447314.0
466,461505.5
468,457870.5
470,453291.0
472,453773.5
474,463698.0
476,465711.5
478,458100.0
480,459973.0
482,353455.0
484,360489.0
486,494344.0
488,539656.5
490,483354.5
492,457629.5
494,462110.5
496,474643.5
498,467138.5
500,470054.5
