Wavelength,Absorbance
200,50326485.0
202,44113164.0
204,36503788.0
206,30359265.0
208,26102738.0
210,23183113.0
212,20944953.0
214,19038308.0
216,17476187.0
218,16143044.0
220,15032305.0
222,14072754.0
224,13122287.0
226,12483559.0
228,12564501.0
230,13330529.0
232,14582519.0
234,16026534.0
236,17566942.0
238,18961786.0
240,20131032.0
242,20905190.0
244,21164808.0
246,20829564.0
248,19913260.0
250,18462640.0
252,16667868.0
254,14831546.0
256,13068961.0
258,11479705.0
260,10053777.0
262,8911385.0
264,8017647.0
266,7246146.0
268,6475518.0
270,5767739.0
272,5207499.0
274,4733890.0
276,4238318.0
278,3752300.0
280,3359433.0
282,3069067.0
284,2853223.0
286,2689916.0
288,2567714.0
290,2475333.0
292,2401639.0
294,2346815.0
296,2307628.0
298,2280081.0
300,2253222.0
302,2217670.0
304,2165593.0
306,2104535.0
308,2055424.0
310,2006211.0
312,1928801.0
314,1801216.0
316,1612400.0
318,1407071.0
320,1212826.0
322,1058731.0
324,947272.0
326,862918.0
328,801012.0
330,755855.0
332,721890.0
334,694286.0
336,670624.0
338,653598.0
340,637119.0
342,620670.0
344,604385.0
346,587518.0
348,570196.0
350,553289.0
352,536385.0
354,518083.0
356,499685.0
358,483560.0
360,466525.0
362,444310.0
364,425556.0
366,409095.0
368,388450.0
370,365301.0
372,349488.0
374,334426.0
376,318352.0
378,304089.0
380,290390.0
382,279167.0
384,263080.00000000006
386,244024.0
388,232012.0
390,221689.0
392,212136.0
394,202303.0
396,192993.0
398,185764.0
400,180389.0
402,171158.0
404,160525.0
406,156941.0
408,154059.0
410,146878.0
412,140827.0
414,135055.0
416,127533.0
418,118318.0
420,110423.0
422,108385.0
424,110070.0
426,105023.0
428,96180.0
430,99439.0
432,99562.0
434,91092.0
436,84521.0
438,80032.0
440,77729.0
442,75070.0
444,71452.0
446,66452.0
448,64458.0
450,64557.0
452,60192.0
454,55748.0
456,50988.0
458,42986.0
460,40309.0
462,41700.0
464,45561.0
466,47513.0
468,40585.0
470,33425.0
472,31361.0
474,31809.0
476,30380.0
478,30556.0
480,26685.0
482,22492.0
484,22691.0
486,30245.0
488,33010.0
490,24135.0
492,23002.0
494,14435.0
496,9147.0
498,3323.0
500,4548.0
