Wavelength,Absorbance
200,272287913.0
202,296129027.0
204,322822605.0
206,346782692.0
208,365875022.0
210,382651592.0
212,396045352.0
214,408606172.0
216,421833236.0
218,435895634.0
220,452522733.0
222,464991302.0
224,471978045.0
226,470941655.0
228,455190854.0
230,399231218.0
232,287866230.0
234,193100847.0
236,123164566.0
238,77459169.0
240,47899036.0
242,30497845.0
244,20743679.0
246,14795688.0
248,11116422.0
250,8529117.0
252,6690330.0
254,5376697.0
256,4381473.0
258,3658818.0
260,3147212.0
262,2800651.0
264,2558329.0
266,2403263.0
268,2295851.0
270,2184855.0
272,2068523.0000000002
274,1983893.0
276,1919075.0
278,1822660.0
280,1700557.0
282,1613223.0
284,1574539.0
286,1555329.0
288,1537193.0
290,1511601.0
292,1477731.0
294,1441090.0
296,1403037.0
298,1365996.0
300,1331184.0
302,1302478.0
304,1272957.0
306,1244978.0
308,1225777.0
310,1205166.0
312,1185561.0
314,1168090.0
316,1147548.0
318,1134239.0
320,1128212.0
322,1125058.0
324,1124601.0
326,1126877.0
328,1133741.0
330,1143329.0
332,1154173.0
334,1162635.0
336,1168624.0
338,1173094.0
340,1175691.0
342,1173228.0
344,1167296.0
346,1158769.0
348,1146802.0
350,1137890.0
352,1127374.0
354,1116883.0
356,1106424.0
358,1094504.0
360,1088354.0
362,1073847.0
364,1034883.0
366,991452.0
368,988329.0
370,1009245.0
372,993268.0
374,957952.0
376,946205.0
378,937240.0
380,926324.0
382,927224.0
384,929884.0
386,932455.0
388,933203.0
390,939449.0
392,946732.0
394,948524.0
396,963339.0
398,970545.0
400,970886.0
402,979284.0
404,977107.0
406,976764.0
408,983593.0
410,987049.0
412,988327.0
414,981974.0
416,974983.0
418,976626.0
420,976742.0
422,963902.0
424,955621.0
426,959312.0
428,957796.0
430,945168.0
432,940095.0
434,942194.0
436,926291.0
438,913177.0
440,908918.0
442,903507.0
444,895994.0
446,891534.0
448,888736.0
450,881274.0
452,872013.0
454,863555.0
456,858286.0
458,856777.0
460,854258.0
462,856251.0
464,856498.0
466,858495.0
468,855502.0
470,851008.0
472,850309.0
474,840429.0
476,837410.0
478,842899.0
480,814383.0
482,773135.0
484,797952.0
486,830448.0
488,843358.0
490,844107.0
492,845336.0
494,842268.0
496,844069.0
498,843415.0
500,840873.0
