Wavelength,Absorbance
200,57600813.5
202,53481044.0
204,49802676.0
206,47042981.5
208,44752582.0
210,42474271.5
212,39870669.0
214,36717451.0
216,33247074.0
218,29568790.5
220,25797936.5
222,22298834.5
224,19049452.5
226,15987668.5
228,13285003.0
230,10852258.5
232,8635957.5
234,6774701.5
236,5174605.5
238,3921432.5
240,2929132.0
242,2194804.0
244,1686387.0
246,1333802.5
248,1115043.5
250,977962.0
252,903906.0
254,867023.0
256,845583.0
258,830562.5
260,817912.5
262,808076.5
264,797839.5
266,787062.0
268,773713.5
270,757817.5
272,736929.0
274,712337.0
276,683151.5
278,653375.0
280,625489.0
282,598851.0
284,574626.0
286,550340.5
288,523330.5
290,493144.5
292,461594.5
294,429571.0
296,397329.5
298,367767.0
300,341619.5
302,319673.5
304,302732.5
306,286881.5
308,273104.0
310,264585.5
312,259459.5
314,256339.0
316,253974.0
318,250990.5
320,248278.0
322,247533.5
324,251120.5
326,253198.0
328,253729.5
330,259001.5
332,266278.5
334,269262.0
336,274007.5
338,281933.5
340,286981.5
342,287519.0
344,282376.0
346,278828.0
348,275993.5
350,271425.5
352,269874.5
354,269881.0
356,268956.0
358,267167.5
360,269126.0
362,274889.0
364,255880.5
366,234313.5
368,245531.5
370,258806.5
372,254389.5
374,243435.5
376,232412.5
378,233652.0
380,239670.5
382,239470.5
384,240500.0
386,243770.0
388,243350.0
390,246328.0
392,250368.5
394,249490.0
396,257937.5
398,267299.0
400,267489.0
402,268745.0
404,270865.5
406,273675.5
408,271640.0
410,266563.0
412,267221.0
414,270848.5
416,269270.0
418,261432.5
420,264798.0
422,273649.0
424,269406.0
426,262592.5
428,273000.5
430,272827.0
432,261826.5
434,261487.0
436,258213.0
438,250655.5
440,248124.0
442,251164.0
444,251824.0
446,250973.0
448,245790.5
450,240086.0
452,241719.5
454,239295.0
456,239079.0
458,241676.0
460,232137.5
462,231219.5
464,240811.5
466,246465.5
468,243203.5
470,234651.5
472,243318.5
474,249044.0
476,242653.0
478,238179.0
480,236648.5
482,242606.0
484,285954.5
486,292063.5
488,260836.0
490,245758.0
492,240432.0
494,241649.0
496,239236.0
498,238414.0
500,247746.5
