Wavelength,Absorbance
200,400055686.0
202,406420694.0
204,413600597.5
206,419803963.5
208,424616983.8333333
210,425030896.8333333
212,418686881.3333333
214,399568578.5
216,370988900.0
218,345664529.8333333
220,329465768.3333333
222,320880498.3333333
224,313869046.3333333
226,303383314.1666667
228,286665814.0
230,261378350.0
232,226666620.5
234,187960823.66666666
236,147997002.83333334
238,112084529.0
240,79653393.5
242,52868757.0
244,33549206.5
246,21014642.166666668
248,14731576.833333334
250,12257828.0
252,11971322.166666666
254,12654019.5
256,13787300.666666666
258,15160963.0
260,16622670.5
262,17905273.5
264,18828943.0
266,18951774.0
268,18011470.666666668
270,16267263.5
272,13984288.0
274,11201706.666666666
276,8120838.833333333
278,5186719.666666667
280,2927657.3333333335
282,1572699.3333333333
284,901712.8333333334
286,594832.5
288,447747.8333333333
290,366834.0
292,315464.0
294,279112.8333333333
296,252109.6666666667
298,231788.3333333333
300,211834.6666666667
302,194021.0
304,175728.83333333334
306,157678.33333333334
308,144610.16666666666
310,133825.66666666666
312,125190.66666666666
314,122992.5
316,120293.16666666666
318,114382.5
320,107085.5
322,102078.0
324,98786.83333333334
326,96583.83333333334
328,90438.83333333334
330,87273.0
332,86246.5
334,84500.66666666666
336,82916.66666666666
338,81951.66666666666
340,81596.0
342,80318.33333333334
344,81799.5
346,85394.33333333334
348,85243.66666666666
350,83125.33333333334
352,83181.5
354,87113.5
356,90680.33333333334
358,91429.66666666666
360,94031.16666666666
362,88874.0
364,80137.83333333334
366,72065.66666666666
368,59559.33333333334
370,48645.0
372,46395.66666666666
374,40925.66666666666
376,33722.0
378,32962.16666666666
380,33343.16666666666
382,32762.166666666657
384,37131.5
386,39313.5
388,32451.0
390,27734.666666666657
392,26311.666666666657
394,26061.5
396,27241.166666666657
398,27559.0
400,29685.666666666657
402,27470.666666666657
404,20888.333333333343
406,20568.5
408,16862.0
410,15747.166666666657
412,20990.333333333343
414,23122.666666666657
416,21632.666666666657
418,18611.0
420,20115.5
422,19693.333333333343
424,17430.166666666657
426,16526.166666666657
428,21610.666666666657
430,23668.166666666657
432,14143.666666666657
434,13291.0
436,18442.33333333333
438,16423.0
440,16638.0
442,19560.833333333343
444,21330.833333333343
446,22329.5
448,20215.5
450,18718.333333333343
452,19729.166666666657
454,14461.166666666657
456,10607.666666666657
458,12798.166666666657
460,13694.0
462,15728.0
464,15844.5
466,15507.0
468,18992.5
470,18523.0
472,18600.833333333343
474,21945.5
476,23243.333333333343
478,17000.833333333343
480,11672.833333333343
482,15110.5
484,25078.0
486,31693.0
488,29531.166666666657
490,14774.666666666657
492,1277.666666666657
494,6048.833333333343
496,16258.666666666657
498,22747.333333333343
500,20743.166666666657
