Wavelength,Absorbance
200,15939669.0
202,14321318.833333328
204,12675688.666666672
206,11120697.666666672
208,9665259.333333328
210,8333389.166666672
212,7162472.666666672
214,6227444.833333328
216,5587666.0
218,4987496.333333328
220,4187042.833333336
222,3379978.5
224,2842121.666666664
226,2642891.166666664
228,2680258.166666664
230,2833905.666666668
232,3059597.5
234,3323453.166666668
236,3620316.5
238,3917150.0
240,4205310.0
242,4447577.833333334
244,4609730.166666667
246,4683349.833333333
248,4656876.833333333
250,4522162.0
252,4279110.5
254,3939338.666666667
256,3495853.6666666665
258,2989957.0
260,2470487.6666666665
262,2004889.8333333333
264,1605312.5
266,1298961.5
268,1082149.6666666667
270,942297.5
272,852742.3333333334
274,798143.8333333334
276,767079.0
278,750603.0
280,740435.0
282,727360.0
284,710810.3333333334
286,692180.5
288,670717.6666666666
290,643683.6666666666
292,606058.0
294,553887.3333333334
296,494267.3333333334
298,436961.0
300,382224.0
302,329544.3333333333
304,270446.0
306,206474.6666666667
308,153642.0
310,113048.0
312,85287.66666666666
314,69490.33333333334
316,59480.66666666666
318,55234.66666666666
320,47517.83333333334
322,40730.0
324,40942.83333333334
326,38014.33333333333
328,32338.5
330,31519.16666666667
332,29052.33333333333
334,26322.5
336,25902.83333333333
338,25608.83333333333
340,25793.5
342,24852.33333333333
344,25237.0
346,24282.33333333333
348,21953.83333333333
350,20871.0
352,19951.16666666667
354,17515.66666666667
356,16503.5
358,16307.5
360,16763.5
362,16892.5
364,14398.333333333328
366,11370.833333333328
368,9864.333333333328
370,11361.666666666672
372,9031.666666666672
374,945.5
376,-2918.0
378,-2182.5
380,1033.5
382,1087.5
384,4421.6666666666715
386,10119.833333333328
388,7351.8333333333285
390,3523.0
392,2575.3333333333285
394,3774.8333333333285
396,6329.0
398,7128.5
400,8604.666666666672
402,5686.0
404,3691.1666666666715
406,8065.1666666666715
408,5428.0
410,5259.8333333333285
412,8023.1666666666715
414,7659.5
416,7033.0
418,5420.6666666666715
420,4973.0
422,4415.5
424,4174.6666666666715
426,6385.8333333333285
428,10386.333333333328
430,10803.0
432,3870.1666666666715
434,4326.1666666666715
436,10825.0
438,10245.666666666672
440,9793.833333333328
442,15129.166666666672
444,17870.66666666667
446,13027.0
448,8066.3333333333285
450,6222.5
452,3030.1666666666715
454,4543.5
456,5558.1666666666715
458,628.3333333333285
460,-2391.8333333333285
462,507.8333333333285
464,2046.5
466,1805.8333333333285
468,6176.5
470,6754.0
472,5513.6666666666715
474,7661.1666666666715
476,10053.666666666672
478,8554.333333333328
480,7307.6666666666715
482,-12552.0
484,-50199.833333333336
486,-31821.0
488,9075.333333333328
490,11140.5
492,9130.666666666672
494,10390.666666666672
496,10531.666666666672
498,11056.666666666672
500,16397.66666666667
